locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEKMDCAF_06849	CDS	261				hypothetical protein
EEKMDCAF_06850	CDS	543				hypothetical protein
EEKMDCAF_06851	CDS	1011	dadA_1	1.4.99.-		D-amino acid dehydrogenase
EEKMDCAF_06852	CDS	198				hypothetical protein
EEKMDCAF_06853	CDS	783	thiG	2.8.1.10	COG2022	Thiazole synthase
EEKMDCAF_06854	CDS	627	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
EEKMDCAF_06855	CDS	1899	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
EEKMDCAF_06856	CDS	534				hypothetical protein
EEKMDCAF_06857	CDS	576	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
EEKMDCAF_06858	CDS	729	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
EEKMDCAF_06859	CDS	438				hypothetical protein
EEKMDCAF_06860	CDS	648				hypothetical protein
EEKMDCAF_06861	CDS	696				hypothetical protein
EEKMDCAF_06862	CDS	435				hypothetical protein
EEKMDCAF_06863	CDS	384	amnD	3.5.99.5		2-aminomuconate deaminase
EEKMDCAF_06864	CDS	261				hypothetical protein
EEKMDCAF_06865	CDS	252				hypothetical protein
EEKMDCAF_06866	CDS	639				hypothetical protein
EEKMDCAF_06867	CDS	507				hypothetical protein
EEKMDCAF_06868	CDS	768	kduD_4	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EEKMDCAF_06869	CDS	246				hypothetical protein
EEKMDCAF_06870	CDS	282				hypothetical protein
EEKMDCAF_06871	CDS	519				hypothetical protein
EEKMDCAF_06872	CDS	222				hypothetical protein
EEKMDCAF_06873	CDS	267				hypothetical protein
EEKMDCAF_06874	CDS	1062	metXA_2	2.3.1.46		Homoserine O-acetyltransferase
EEKMDCAF_06875	CDS	354				hypothetical protein
EEKMDCAF_06876	CDS	603				hypothetical protein
EEKMDCAF_06877	CDS	489	bfr	1.16.3.1	COG2193	Bacterioferritin
EEKMDCAF_06878	CDS	273				hypothetical protein
EEKMDCAF_06879	CDS	300				hypothetical protein
EEKMDCAF_06880	CDS	336				hypothetical protein
EEKMDCAF_06881	CDS	282				hypothetical protein
EEKMDCAF_06882	CDS	1224				Tn3 family transposase TnXax1
EEKMDCAF_06883	CDS	1767	ettA		COG0488	Energy-dependent translational throttle protein EttA
EEKMDCAF_06884	CDS	216				hypothetical protein
EEKMDCAF_06885	CDS	963	ghrB_3	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
EEKMDCAF_06886	CDS	1203				hypothetical protein
EEKMDCAF_06887	CDS	861				hypothetical protein
EEKMDCAF_06888	CDS	852	sseA_2	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
EEKMDCAF_06889	CDS	414				hypothetical protein
EEKMDCAF_06890	CDS	1176				hypothetical protein
EEKMDCAF_06891	CDS	246				hypothetical protein
EEKMDCAF_06892	CDS	921				hypothetical protein
EEKMDCAF_06893	CDS	1647	betA	1.1.99.1		Oxygen-dependent choline dehydrogenase
EEKMDCAF_06894	CDS	594				hypothetical protein
EEKMDCAF_06895	CDS	927	gnl_3	3.1.1.17		Gluconolactonase
EEKMDCAF_06896	CDS	834	rob		COG2207	Right origin-binding protein
EEKMDCAF_06897	CDS	1104	gci_2	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
EEKMDCAF_06898	CDS	357				hypothetical protein
EEKMDCAF_06899	CDS	225				hypothetical protein
EEKMDCAF_06900	CDS	1347			COG3039	IS5 family transposase ISBj5_B
EEKMDCAF_06901	CDS	657				hypothetical protein
EEKMDCAF_06902	CDS	1224				hypothetical protein
EEKMDCAF_06903	CDS	1905				hypothetical protein
EEKMDCAF_06904	CDS	2193				hypothetical protein
EEKMDCAF_06905	CDS	1281				hypothetical protein
EEKMDCAF_06906	CDS	3330				hypothetical protein
EEKMDCAF_06907	CDS	516				hypothetical protein
EEKMDCAF_06908	CDS	1839	gsiA_7	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EEKMDCAF_06909	CDS	927	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
EEKMDCAF_06910	CDS	1329	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
EEKMDCAF_06911	CDS	876	dppC_2		COG1173	Dipeptide transport system permease protein DppC
EEKMDCAF_06912	CDS	951	dppB_6		COG0601	Dipeptide transport system permease protein DppB
EEKMDCAF_06913	CDS	1692	appA_3			Oligopeptide-binding protein AppA
EEKMDCAF_06914	CDS	633	puuR_4			HTH-type transcriptional regulator PuuR
EEKMDCAF_06915	CDS	1878	rcsC_27	2.7.13.3		Sensor histidine kinase RcsC
EEKMDCAF_06916	CDS	1026				hypothetical protein
EEKMDCAF_06917	CDS	450				hypothetical protein
EEKMDCAF_06918	CDS	1494		1.18.1.2		Ferredoxin--NADP reductase
EEKMDCAF_06919	CDS	1074				hypothetical protein
EEKMDCAF_06920	CDS	984				hypothetical protein
EEKMDCAF_06921	CDS	783				hypothetical protein
EEKMDCAF_06922	CDS	1344				hypothetical protein
EEKMDCAF_06923	CDS	1707	plcA	3.1.4.3	COG3511	Phospholipase C 1
EEKMDCAF_06924	CDS	792	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EEKMDCAF_06925	CDS	1194	bepF_3			Efflux pump periplasmic linker BepF
EEKMDCAF_06926	CDS	3159	bepE_3			Efflux pump membrane transporter BepE
EEKMDCAF_06927	CDS	1173				hypothetical protein
EEKMDCAF_06928	CDS	801	nimR_2			HTH-type transcriptional regulator NimR
EEKMDCAF_06929	CDS	1350				hypothetical protein
EEKMDCAF_06930	CDS	1170	tarD	4.2.1.81	COG4948	D(-)-tartrate dehydratase
EEKMDCAF_06931	CDS	258				hypothetical protein
EEKMDCAF_06932	CDS	477	gpx1_2	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
EEKMDCAF_06933	CDS	1401	aam_8	3.5.1.13	COG0154	Acylamidase
EEKMDCAF_06934	CDS	258				hypothetical protein
EEKMDCAF_06935	CDS	930	pqqB		COG1235	Coenzyme PQQ synthesis protein B
EEKMDCAF_06936	CDS	780	pqqCD		COG5424	Bifunctional coenzyme PQQ synthesis protein C/D
EEKMDCAF_06937	CDS	312	pqqD			PqqA binding protein
EEKMDCAF_06938	CDS	1200	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
EEKMDCAF_06939	CDS	987	pip_2	3.4.11.5		Proline iminopeptidase
EEKMDCAF_06940	CDS	678				hypothetical protein
EEKMDCAF_06941	CDS	1800	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
EEKMDCAF_06942	CDS	1848				hypothetical protein
EEKMDCAF_06943	CDS	1056				hypothetical protein
EEKMDCAF_06944	CDS	447				hypothetical protein
EEKMDCAF_06945	CDS	1533	egtB_2	1.14.99.50		Hercynine oxygenase
EEKMDCAF_06946	CDS	570				hypothetical protein
EEKMDCAF_06947	CDS	624				hypothetical protein
EEKMDCAF_06948	CDS	450				hypothetical protein
EEKMDCAF_06949	CDS	324				hypothetical protein
EEKMDCAF_06950	CDS	432				hypothetical protein
EEKMDCAF_06951	CDS	213				hypothetical protein
EEKMDCAF_06952	CDS	444				hypothetical protein
EEKMDCAF_06953	CDS	1539				hypothetical protein
EEKMDCAF_06954	CDS	1284				hypothetical protein
EEKMDCAF_06955	CDS	1944				hypothetical protein
EEKMDCAF_06956	CDS	684				hypothetical protein
EEKMDCAF_06957	CDS	2850	tal	2.2.1.2		Transaldolase
EEKMDCAF_06958	CDS	999		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
EEKMDCAF_06959	CDS	1512	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
EEKMDCAF_06960	CDS	750	pgl_2	3.1.1.31		6-phosphogluconolactonase
EEKMDCAF_06961	CDS	543		2.7.1.12	COG3265	Gluconokinase
EEKMDCAF_06962	CDS	813	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
EEKMDCAF_06963	CDS	1806		3.2.1.28	COG3387	Trehalase
EEKMDCAF_06964	CDS	1962	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
EEKMDCAF_06965	CDS	1947	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
EEKMDCAF_06966	CDS	3297		2.7.1.8		Glucosamine kinase
EEKMDCAF_06967	CDS	2148	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
EEKMDCAF_06968	CDS	2079	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
EEKMDCAF_06969	CDS	1752	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
EEKMDCAF_06970	CDS	2787				hypothetical protein
EEKMDCAF_06971	CDS	318				hypothetical protein
EEKMDCAF_06972	CDS	165				hypothetical protein
EEKMDCAF_06973	CDS	2679	ligD_3		COG1793	Multifunctional non-homologous end joining protein LigD
EEKMDCAF_06974	CDS	885	ku_4		COG1273	Non-homologous end joining protein Ku
EEKMDCAF_06975	CDS	690	kdpE_2		COG0745	KDP operon transcriptional regulatory protein KdpE
EEKMDCAF_06976	CDS	2724	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
EEKMDCAF_06977	CDS	606	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
EEKMDCAF_06978	CDS	2112	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
EEKMDCAF_06979	CDS	1704	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
EEKMDCAF_06980	CDS	90				hypothetical protein
EEKMDCAF_06981	CDS	159				hypothetical protein
EEKMDCAF_06982	CDS	468				hypothetical protein
EEKMDCAF_06983	CDS	261				hypothetical protein
EEKMDCAF_06984	CDS	294				hypothetical protein
EEKMDCAF_06985	CDS	918	dapA_8	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
EEKMDCAF_06986	CDS	396				hypothetical protein
EEKMDCAF_06987	CDS	189				hypothetical protein
EEKMDCAF_06988	CDS	387				hypothetical protein
EEKMDCAF_06989	CDS	93				hypothetical protein
EEKMDCAF_06990	CDS	129				hypothetical protein
EEKMDCAF_06991	CDS	447	upp_1	2.4.2.9		Uracil phosphoribosyltransferase
EEKMDCAF_06992	CDS	1575	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
EEKMDCAF_06993	CDS	1248		2.8.3.-	COG0427	Butyryl-CoA:acetate CoA-transferase
EEKMDCAF_06994	CDS	1167	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EEKMDCAF_06995	CDS	1290	dctM_6		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EEKMDCAF_06996	CDS	555				hypothetical protein
EEKMDCAF_06997	CDS	1029			COG1638	Solute-binding protein
EEKMDCAF_06998	CDS	1203	frc_7	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
EEKMDCAF_06999	CDS	453	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
EEKMDCAF_07000	CDS	852	mcl2_2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
EEKMDCAF_07001	CDS	744	iclR_7		COG1414	Transcriptional repressor IclR
EEKMDCAF_07002	CDS	831				hypothetical protein
EEKMDCAF_07003	CDS	297				hypothetical protein
EEKMDCAF_07004	CDS	1524				hypothetical protein
EEKMDCAF_07005	CDS	1299	abaF_6			Fosfomycin resistance protein AbaF
EEKMDCAF_07006	CDS	1215				hypothetical protein
EEKMDCAF_07007	CDS	1734	kstD_5	1.3.99.4		3-oxosteroid 1-dehydrogenase
EEKMDCAF_07008	CDS	795	gylR			Glycerol operon regulatory protein
EEKMDCAF_07009	CDS	780	gdh_3	1.1.1.47	COG1028	Glucose 1-dehydrogenase
EEKMDCAF_07010	CDS	546				hypothetical protein
EEKMDCAF_07011	CDS	543				hypothetical protein
EEKMDCAF_07012	CDS	711	rspR_7		COG1802	HTH-type transcriptional repressor RspR
EEKMDCAF_07013	CDS	744				hypothetical protein
EEKMDCAF_07014	CDS	1266	dadA1_3	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
EEKMDCAF_07015	CDS	1662	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
EEKMDCAF_07016	CDS	918		1.1.1.81	COG0111	Hydroxypyruvate reductase
EEKMDCAF_07017	CDS	837	pheC_2			Cyclohexadienyl dehydratase
EEKMDCAF_07018	CDS	729				hypothetical protein
EEKMDCAF_07019	CDS	159				hypothetical protein
EEKMDCAF_07020	CDS	747				hypothetical protein
EEKMDCAF_07021	CDS	1509	pnbA_3	3.1.1.-	COG2272	Para-nitrobenzyl esterase
EEKMDCAF_07022	CDS	1341	abaF_7			Fosfomycin resistance protein AbaF
EEKMDCAF_07023	CDS	759				hypothetical protein
EEKMDCAF_07024	CDS	786				hypothetical protein
EEKMDCAF_07025	CDS	870				hypothetical protein
EEKMDCAF_07026	CDS	1050				hypothetical protein
EEKMDCAF_07027	CDS	1308	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
EEKMDCAF_07028	CDS	717	dehH2	3.8.1.3		Haloacetate dehalogenase H-2
EEKMDCAF_07029	CDS	1083	potA_6	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
EEKMDCAF_07030	CDS	921	gcvA_2			Glycine cleavage system transcriptional activator
EEKMDCAF_07031	CDS	1191	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
EEKMDCAF_07032	CDS	1050	idnD_2	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
EEKMDCAF_07033	CDS	1407	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
EEKMDCAF_07034	CDS	579				hypothetical protein
EEKMDCAF_07035	CDS	978				hypothetical protein
EEKMDCAF_07036	CDS	822	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
EEKMDCAF_07037	CDS	1485	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
EEKMDCAF_07038	CDS	408				hypothetical protein
EEKMDCAF_07039	CDS	717	cbbY	3.1.3.-	COG0637	Protein CbbY
EEKMDCAF_07040	CDS	852				hypothetical protein
EEKMDCAF_07041	CDS	1269			COG1680	putative protein
EEKMDCAF_07042	CDS	888				hypothetical protein
EEKMDCAF_07043	CDS	579				hypothetical protein
EEKMDCAF_07044	CDS	951				hypothetical protein
EEKMDCAF_07045	CDS	771	ftcR			Flagellar transcriptional regulator FtcR
EEKMDCAF_07046	CDS	459				hypothetical protein
EEKMDCAF_07047	CDS	513				hypothetical protein
EEKMDCAF_07048	CDS	480				hypothetical protein
EEKMDCAF_07049	CDS	420				hypothetical protein
EEKMDCAF_07050	CDS	753				hypothetical protein
EEKMDCAF_07051	CDS	2001	flhA_3		COG1298	Flagellar biosynthesis protein FlhA
EEKMDCAF_07052	CDS	267				hypothetical protein
EEKMDCAF_07053	CDS	423				hypothetical protein
EEKMDCAF_07054	CDS	411	flbT_2			flagellum biosynthesis repressor protein FlbT
EEKMDCAF_07055	CDS	345				hypothetical protein
EEKMDCAF_07056	CDS	1059				hypothetical protein
EEKMDCAF_07057	CDS	1434				hypothetical protein
EEKMDCAF_07058	CDS	1233	flgE_2		COG1749	Flagellar hook protein FlgE
EEKMDCAF_07059	CDS	582				hypothetical protein
EEKMDCAF_07060	CDS	1308				hypothetical protein
EEKMDCAF_07061	CDS	1194				hypothetical protein
EEKMDCAF_07062	CDS	1338				hypothetical protein
EEKMDCAF_07063	CDS	696				hypothetical protein
EEKMDCAF_07064	CDS	1629	fliF_1		COG1766	Flagellar M-ring protein
EEKMDCAF_07065	CDS	945	fliC_1		COG1344	Flagellin
EEKMDCAF_07066	CDS	942	fliC_2		COG1344	Flagellin
EEKMDCAF_07067	CDS	741	fliP_2		COG1338	Flagellar biosynthetic protein FliP
EEKMDCAF_07068	CDS	444				hypothetical protein
EEKMDCAF_07069	CDS	696	flgH_2			Flagellar L-ring protein
EEKMDCAF_07070	CDS	768				hypothetical protein
EEKMDCAF_07071	CDS	1131	flgI_2			Flagellar P-ring protein
EEKMDCAF_07072	CDS	477				hypothetical protein
EEKMDCAF_07073	CDS	789	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
EEKMDCAF_07074	CDS	330	fliE_2			Flagellar hook-basal body complex protein FliE
EEKMDCAF_07075	CDS	417	flgC_2		COG1558	Flagellar basal-body rod protein FlgC
EEKMDCAF_07076	CDS	402				hypothetical protein
EEKMDCAF_07077	CDS	1086	flhB_3		COG1377	Flagellar biosynthetic protein FlhB
EEKMDCAF_07078	CDS	1041	fliG_1		COG1536	Flagellar motor switch protein FliG
EEKMDCAF_07079	CDS	375				hypothetical protein
EEKMDCAF_07080	CDS	315				hypothetical protein
EEKMDCAF_07081	CDS	942				hypothetical protein
EEKMDCAF_07082	CDS	897	motA		COG1291	Motility protein A
EEKMDCAF_07083	CDS	789				hypothetical protein
EEKMDCAF_07084	CDS	729	flgG_4		COG4786	Flagellar basal-body rod protein FlgG
EEKMDCAF_07085	CDS	1326	ssaN	7.1.2.2	COG1157	putative secretion system apparatus ATP synthase SsaN
EEKMDCAF_07086	CDS	114				hypothetical protein
EEKMDCAF_07087	CDS	648				hypothetical protein
EEKMDCAF_07088	CDS	1584				hypothetical protein
EEKMDCAF_07089	CDS	480				hypothetical protein
EEKMDCAF_07090	CDS	1086				hypothetical protein
EEKMDCAF_07091	CDS	1065				hypothetical protein
EEKMDCAF_07092	CDS	603				hypothetical protein
EEKMDCAF_07093	CDS	819				hypothetical protein
EEKMDCAF_07094	CDS	1515				hypothetical protein
EEKMDCAF_07095	CDS	741	livF_23		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EEKMDCAF_07096	CDS	849	lptB_12	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EEKMDCAF_07097	CDS	1824				hypothetical protein
EEKMDCAF_07098	CDS	1158	braC_9		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
EEKMDCAF_07099	CDS	585				hypothetical protein
EEKMDCAF_07100	CDS	627				hypothetical protein
EEKMDCAF_07101	CDS	1137	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
EEKMDCAF_07102	CDS	783	metQ		COG1464	D-methionine-binding lipoprotein MetQ
EEKMDCAF_07103	CDS	1476	mdtK			Multidrug resistance protein MdtK
EEKMDCAF_07104	CDS	579				hypothetical protein
EEKMDCAF_07105	CDS	1188	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
EEKMDCAF_07106	CDS	888				hypothetical protein
EEKMDCAF_07107	CDS	1656				hypothetical protein
EEKMDCAF_07108	CDS	363				hypothetical protein
EEKMDCAF_07109	CDS	1071	hoxN_1			High-affinity nickel transport protein
EEKMDCAF_07110	CDS	771	glnQ_6			Glutamine transport ATP-binding protein GlnQ
EEKMDCAF_07111	CDS	843	fliY_5		COG0834	L-cystine-binding protein FliY
EEKMDCAF_07112	CDS	642	tcyB_2		COG0765	L-cystine transport system permease protein TcyB
EEKMDCAF_07113	CDS	669	yecS_5		COG0765	L-cystine transport system permease protein YecS
EEKMDCAF_07114	CDS	1101	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
EEKMDCAF_07115	CDS	861				hypothetical protein
EEKMDCAF_07116	CDS	669	nicS_2			HTH-type transcriptional repressor NicS
EEKMDCAF_07117	CDS	1788				hypothetical protein
EEKMDCAF_07118	CDS	891				hypothetical protein
EEKMDCAF_07119	CDS	309				hypothetical protein
EEKMDCAF_07120	CDS	1407	stp_4			Multidrug resistance protein Stp
EEKMDCAF_07121	CDS	849				hypothetical protein
EEKMDCAF_07122	CDS	1215				hypothetical protein
EEKMDCAF_07123	CDS	318				hypothetical protein
EEKMDCAF_07124	CDS	1368	fixL_2	2.7.13.3		Sensor protein FixL
EEKMDCAF_07125	CDS	1458	hupR1		COG2204	Hydrogenase transcriptional regulatory protein hupR1
EEKMDCAF_07126	CDS	1701	fmt_2	2.1.2.9		Methionyl-tRNA formyltransferase
EEKMDCAF_07127	CDS	1041	hypE_2	4.2.1.-		Carbamoyl dehydratase HypE
EEKMDCAF_07128	CDS	1143	hypD_2		COG0409	Hydrogenase maturation factor HypD
EEKMDCAF_07129	CDS	237	hybG		COG0298	Hydrogenase maturation factor HybG
EEKMDCAF_07130	CDS	2256	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
EEKMDCAF_07131	CDS	690	hypB_2			Hydrogenase maturation factor HypB
EEKMDCAF_07132	CDS	177				hypothetical protein
EEKMDCAF_07133	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
EEKMDCAF_07134	CDS	1089				hypothetical protein
EEKMDCAF_07135	CDS	510				hypothetical protein
EEKMDCAF_07136	CDS	210	norV			Anaerobic nitric oxide reductase flavorubredoxin
EEKMDCAF_07137	CDS	864				hypothetical protein
EEKMDCAF_07138	CDS	447				hypothetical protein
EEKMDCAF_07139	CDS	297				hypothetical protein
EEKMDCAF_07140	CDS	579	hyaD_2	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
EEKMDCAF_07141	CDS	744	hupC_2		COG1969	putative Ni/Fe-hydrogenase B-type cytochrome subunit
EEKMDCAF_07142	CDS	1791	hoxL_2	1.12.99.6		Uptake hydrogenase large subunit
EEKMDCAF_07143	CDS	1092	hoxK_2	1.12.99.6		Uptake hydrogenase small subunit
EEKMDCAF_07144	CDS	1440		1.12.99.6	COG0374	Periplasmic [NiFeSe] hydrogenase large subunit
EEKMDCAF_07145	CDS	1017		1.12.99.6	COG1740	Periplasmic [NiFeSe] hydrogenase small subunit
EEKMDCAF_07146	CDS	1323				hypothetical protein
EEKMDCAF_07147	CDS	2049				hypothetical protein
EEKMDCAF_07148	CDS	726	hupC_3		COG1969	putative Ni/Fe-hydrogenase B-type cytochrome subunit
EEKMDCAF_07149	CDS	2025				hypothetical protein
EEKMDCAF_07150	CDS	1089	hoxN_2			High-affinity nickel transport protein
EEKMDCAF_07151	CDS	930	nadC_2	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
EEKMDCAF_07152	CDS	753	modA_1		COG0725	Molybdate-binding protein ModA
EEKMDCAF_07153	CDS	687	modB_2		COG4149	Molybdenum transport system permease protein ModB
EEKMDCAF_07154	CDS	2694	btuD_17	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EEKMDCAF_07155	CDS	933				hypothetical protein
EEKMDCAF_07156	CDS	465				hypothetical protein
EEKMDCAF_07157	CDS	1887	nfdA_2	3.5.1.91		N-substituted formamide deformylase
EEKMDCAF_07158	CDS	291				hypothetical protein
EEKMDCAF_07159	CDS	651	ycaC_3	4.-.-.-	COG1335	putative hydrolase YcaC
EEKMDCAF_07160	CDS	816		3.1.1.2		Arylesterase
EEKMDCAF_07161	CDS	633	ycaC_4	4.-.-.-	COG1335	putative hydrolase YcaC
EEKMDCAF_07162	CDS	927	rhaR_10			HTH-type transcriptional activator RhaR
EEKMDCAF_07163	CDS	990	pgrR_4			HTH-type transcriptional regulator PgrR
EEKMDCAF_07164	CDS	924	mhqO_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
EEKMDCAF_07165	CDS	873		3.3.2.10		Soluble epoxide hydrolase
EEKMDCAF_07166	CDS	1017				hypothetical protein
EEKMDCAF_07167	CDS	1659	entS_5			Enterobactin exporter EntS
EEKMDCAF_07168	CDS	1428				hypothetical protein
EEKMDCAF_07169	CDS	462				hypothetical protein
EEKMDCAF_07170	CDS	1737	prsD_1			Type I secretion system ATP-binding protein PrsD
EEKMDCAF_07171	CDS	1473	prsE_2			Type I secretion system membrane fusion protein PrsE
EEKMDCAF_07172	CDS	786				hypothetical protein
EEKMDCAF_07173	CDS	585				hypothetical protein
EEKMDCAF_07174	CDS	876	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EEKMDCAF_07175	CDS	456				hypothetical protein
EEKMDCAF_07176	CDS	417				hypothetical protein
EEKMDCAF_07177	CDS	1407	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
EEKMDCAF_07178	CDS	315	groS2_2		COG0234	10 kDa chaperonin 2
EEKMDCAF_07179	CDS	1653	groL2		COG0459	60 kDa chaperonin 2
EEKMDCAF_07180	CDS	93				hypothetical protein
EEKMDCAF_07181	CDS	1233	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EEKMDCAF_07182	CDS	696	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EEKMDCAF_07183	CDS	1173	macA_4		COG0845	Macrolide export protein MacA
EEKMDCAF_07184	CDS	315				hypothetical protein
EEKMDCAF_07185	CDS	1200				hypothetical protein
EEKMDCAF_07186	CDS	1683	pamO_2	1.14.13.92	COG2072	Phenylacetone monooxygenase
EEKMDCAF_07187	CDS	459				hypothetical protein
EEKMDCAF_07188	CDS	1953				hypothetical protein
EEKMDCAF_07189	CDS	459				hypothetical protein
EEKMDCAF_07190	CDS	1092				hypothetical protein
EEKMDCAF_07191	CDS	744				hypothetical protein
EEKMDCAF_07192	CDS	357				hypothetical protein
EEKMDCAF_07193	tRNA	77				tRNA-Met(cat)
EEKMDCAF_07194	CDS	363				hypothetical protein
EEKMDCAF_07195	CDS	639	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EEKMDCAF_07196	CDS	1182	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
EEKMDCAF_07197	CDS	1647				hypothetical protein
EEKMDCAF_07198	CDS	708				hypothetical protein
EEKMDCAF_07199	CDS	276				hypothetical protein
EEKMDCAF_07200	CDS	1614	fliF_2		COG1766	Flagellar M-ring protein
EEKMDCAF_07201	CDS	1092	fliG_2		COG1536	Flagellar motor switch protein FliG
EEKMDCAF_07202	CDS	621				hypothetical protein
EEKMDCAF_07203	CDS	351				hypothetical protein
EEKMDCAF_07204	CDS	1386	atoC_2		COG2204	Regulatory protein AtoC
EEKMDCAF_07205	CDS	333				hypothetical protein
EEKMDCAF_07206	CDS	1251				hypothetical protein
EEKMDCAF_07207	CDS	1149	cpg2_4	3.4.17.11		Carboxypeptidase G2
EEKMDCAF_07208	CDS	156				hypothetical protein
EEKMDCAF_07209	CDS	582		1.5.1.37		Flavin reductase
EEKMDCAF_07210	CDS	837	ssuB_7	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
EEKMDCAF_07211	CDS	807	ssuC_10		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
EEKMDCAF_07212	CDS	1164	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
EEKMDCAF_07213	CDS	951	ssuA_5			Putative aliphatic sulfonates-binding protein
EEKMDCAF_07214	CDS	1167		1.14.-.-		Cytochrome P450-pinF2, plant-inducible
EEKMDCAF_07215	CDS	534				hypothetical protein
EEKMDCAF_07216	CDS	339			COG3039	IS5 family transposase ISMpo7
EEKMDCAF_07217	CDS	219				hypothetical protein
EEKMDCAF_07218	CDS	1374				hypothetical protein
EEKMDCAF_07219	CDS	663	degU_6		COG2197	Transcriptional regulatory protein DegU
EEKMDCAF_07220	CDS	2121	rcsC_28	2.7.13.3		Sensor histidine kinase RcsC
EEKMDCAF_07221	CDS	234				hypothetical protein
EEKMDCAF_07222	CDS	783				hypothetical protein
EEKMDCAF_07223	CDS	207				hypothetical protein
EEKMDCAF_07224	CDS	144				hypothetical protein
EEKMDCAF_07225	CDS	489				hypothetical protein
